Age,Gender,Height_cm,Weight_kg,Know_BMI,Fitness_Goal,Activity_Level,Exercise_Frequency,Medical_Conditions,Tracking_Preference,Motivation,Willingness_to_Use_App,Importance_of_Sustainability,Empathy_Preference,Willingness_to_Pay,Useful_App_Features,Used_Fitness_App_Before,Stopped_App_Reason,Workout_Preference,Monthly_Income,Fitness_Persona,Would_Recommend_App,BMI
45,Male,173,66,Yes,Others,Low,3–4,No,Manual logs,Mental health,5,2,Yes,₹200–₹500,"Reminders, Community features",Yes,"Didn’t see results, App was buggy, Others",Self-paced,₹1L–₹2L,Need better results,Yes,20.615540408866497
40,Male,153,100,Yes,Muscle gain,Medium,1–2,No,Wearable devices,Health,3,3,Yes,₹500–₹1000,"Reminders, Mental health tips",Yes,Others,Mix of both,₹50k–₹1L,Consistent,Maybe,43.98703976164168
42,Female,173,59,No,Weight loss,Low,1–2,No,In-app tracking,Social influence,5,2,Yes,₹200–₹500,"Workout plans, Mental health tips",Yes,"Others, Got bored",Guided,₹1L–₹2L,Start but can’t continue,Maybe,22.642450248611286
25,Male,180,63,Yes,Weight loss,Medium,0,No,Wearable devices,Energy,2,1,Yes,<₹200,"Workout plans, Community features",No,"Others, Privacy concerns",Guided,₹50k–₹1L,Start but can’t continue,Yes,19.282592421075876
22,Female,153,99,Yes,Muscle gain,Medium,1–2,No,In-app tracking,Social influence,5,1,Yes,₹200–₹500,"Mental health tips, Community features",Yes,"Got bored, Too expensive",Mix of both,₹1L–₹2L,Need better results,Yes,43.782230913677786
28,Male,155,57,Yes,Weight loss,Low,1–2,No,In-app tracking,Health,2,4,Maybe,₹200–₹500,"Challenges, Reminders",No,"Didn’t see results, Too expensive, App was buggy",Guided,₹50k–₹1L,Start but can’t continue,Maybe,25.775253933846166
30,Female,175,61,No,Mental wellness,Low,1–2,No,Wearable devices,Appearance,1,2,Yes,₹200–₹500,"Diet tracker, Community features, Reminders",Yes,"Privacy concerns, App was buggy",Mix of both,<₹20k,Consistent,Yes,19.060339923556477
38,Male,167,67,Yes,Improve flexibility,Low,Daily,No,In-app tracking,Mental health,5,2,No,₹500–₹1000,"Community features, Challenges, Mental health tips, Workout plans",No,"Didn’t see results, App was buggy",Mix of both,₹1L–₹2L,Need better results,Yes,24.87044280269929
16,Female,170,82,No,Weight loss,Medium,1–2,No,Manual logs,Appearance,2,4,Yes,₹500–₹1000,"Challenges, Mental health tips",Yes,Too expensive,Mix of both,₹20k–₹50k,Consistent,No,30.650674715231048
42,Female,168,73,No,Maintain health,Medium,1–2,No,In-app tracking,Health,4,5,No,₹0,"Mental health tips, Community features, Diet tracker",Yes,"Others, Privacy concerns, Too expensive",Guided,₹50k–₹1L,Start but can’t continue,Maybe,29.13817167394355
28,Female,168,50,No,Maintain health,Low,1–2,No,Manual logs,Appearance,3,2,No,₹500–₹1000,"Workout plans, Challenges, Community features",No,"Too expensive, Got bored",Guided,₹50k–₹1L,Start but can’t continue,Yes,17.158834450818265
26,Male,151,62,Yes,Mental wellness,Medium,3–4,Yes,Manual logs,Energy,2,2,Yes,₹200–₹500,"Mental health tips, Challenges, Reminders, Community features",No,App was buggy,Self-paced,<₹20k,Need motivation to start,Maybe,24.937633958686924
21,Female,175,60,No,Mental wellness,Low,0,No,In-app tracking,Others,5,2,Maybe,₹500–₹1000,"Reminders, Mental health tips, Diet tracker, Community features",Yes,Didn’t see results,Self-paced,<₹20k,Consistent,Maybe,20.759105023220652
16,Female,176,68,Yes,Muscle gain,Low,5–6,No,In-app tracking,Health,5,5,Yes,<₹200,"Reminders, Workout plans",Yes,App was buggy,Mix of both,₹50k–₹1L,Consistent,Yes,22.410129534098672
36,Female,162,76,Yes,Improve flexibility,Low,Daily,No,Not tracking,Social influence,1,1,Maybe,₹200–₹500,"Reminders, Community features, Diet tracker, Challenges",Yes,Got bored,Mix of both,₹20k–₹50k,Start but can’t continue,Yes,29.019695201847835
30,Female,164,76,No,Maintain health,High,1–2,No,Wearable devices,Energy,4,4,Yes,<₹200,"Workout plans, Mental health tips, Diet tracker, Challenges",Yes,"Too expensive, Others",Mix of both,₹50k–₹1L,Start but can’t continue,Yes,27.218303139800597
19,Female,149,43,Yes,Maintain health,Low,3–4,No,Wearable devices,Health,2,5,Maybe,₹200–₹500,"Workout plans, Mental health tips, Reminders",Yes,App was buggy,Guided,₹50k–₹1L,Need motivation to start,Yes,21.136797898318093
19,Female,170,85,No,Weight loss,Low,0,No,In-app tracking,Social influence,4,3,Maybe,₹0,"Community features, Challenges, Reminders",No,"Didn’t see results, Others, Privacy concerns",Mix of both,₹20k–₹50k,Need better results,Yes,28.234480681278644
27,Male,170,73,Yes,Weight loss,Low,3–4,Yes,In-app tracking,Social influence,1,3,Maybe,<₹200,"Mental health tips, Community features, Challenges",Yes,"Got bored, Others, Too expensive",Guided,₹50k–₹1L,Need better results,Yes,23.90890514228408
43,Female,164,90,No,Muscle gain,Low,3–4,No,Wearable devices,Mental health,3,5,No,₹0,"Reminders, Workout plans",Yes,"Privacy concerns, Others",Guided,₹1L–₹2L,Start but can’t continue,Yes,33.197642459852624
27,Female,176,76,Yes,Weight loss,Medium,1–2,Yes,In-app tracking,Health,4,5,Yes,<₹200,"Community features, Challenges",Yes,Privacy concerns,Mix of both,<₹20k,Need better results,Yes,26.392888369896717
17,Male,161,86,Yes,Weight loss,Low,1–2,Yes,In-app tracking,Energy,1,1,Maybe,<₹200,"Workout plans, Community features, Diet tracker, Challenges",No,"Others, Too expensive, Didn’t see results",Self-paced,₹50k–₹1L,Consistent,Yes,30.464933628070614
28,Male,170,76,Yes,Maintain health,Low,3–4,No,Not tracking,Appearance,2,3,Maybe,₹200–₹500,"Community features, Diet tracker, Workout plans, Challenges",No,Others,Mix of both,₹20k–₹50k,Consistent,Yes,24.267902602293184
27,Male,154,90,No,Weight loss,Medium,3–4,No,Not tracking,Health,3,4,Maybe,₹0,"Community features, Reminders",Yes,"Got bored, App was buggy, Others",Self-paced,₹50k–₹1L,Consistent,Yes,36.309902710262
8,Female,164,77,Yes,Maintain health,Low,1–2,No,Wearable devices,Health,5,2,Yes,₹200–₹500,"Community features, Workout plans",Yes,"Others, App was buggy, Got bored",Guided,₹50k–₹1L,Consistent,Maybe,32.59527601392863
29,Female,163,68,Yes,Muscle gain,Medium,3–4,Yes,In-app tracking,Social influence,1,2,Maybe,<₹200,"Challenges, Diet tracker, Reminders",Yes,"Didn’t see results, Got bored, Others",Self-paced,₹20k–₹50k,Need motivation to start,Yes,26.15879975617853
28,Female,167,104,Yes,Others,Medium,3–4,No,Wearable devices,Social influence,5,1,Yes,>₹1000,"Challenges, Reminders",Yes,"App was buggy, Others",Mix of both,<₹20k,Consistent,Yes,35.20510466404947
35,Female,161,83,No,Muscle gain,Low,5–6,No,In-app tracking,Health,3,1,No,>₹1000,"Diet tracker, Mental health tips",Yes,"Didn’t see results, Too expensive, Privacy concerns",Guided,₹50k–₹1L,Need better results,Yes,31.75846827175546
44,Male,163,78,Yes,Weight loss,Medium,1–2,No,In-app tracking,Appearance,1,3,Yes,<₹200,"Community features, Workout plans, Mental health tips, Challenges",No,Too expensive,Mix of both,₹20k–₹50k,Need motivation to start,Maybe,30.903865294003467
39,Male,173,50,Yes,Maintain health,Low,5–6,No,Not tracking,Social influence,1,4,Yes,₹200–₹500,"Reminders, Diet tracker, Mental health tips, Challenges",No,"Privacy concerns, Too expensive",Mix of both,₹20k–₹50k,Need motivation to start,Yes,20.70610631317727
27,Male,160,50,Yes,Improve flexibility,Medium,3–4,No,In-app tracking,Appearance,3,4,Maybe,₹0,"Challenges, Workout plans, Reminders",Yes,"Didn’t see results, Got bored",Self-paced,>₹2L,Start but can’t continue,Maybe,16.454514629403057
21,Male,148,74,Yes,Others,Medium,1–2,No,Not tracking,Energy,2,5,Yes,>₹1000,"Workout plans, Mental health tips",Yes,"App was buggy, Others, Didn’t see results",Mix of both,₹20k–₹50k,Start but can’t continue,Maybe,31.63446166503895
50,Male,182,72,Yes,Muscle gain,Low,3–4,Yes,In-app tracking,Appearance,1,1,No,₹200–₹500,"Diet tracker, Challenges, Workout plans, Mental health tips",Yes,"Got bored, Privacy concerns",Mix of both,₹50k–₹1L,Need motivation to start,Yes,21.059858316781153
30,Male,178,60,Yes,Weight loss,Medium,3–4,Yes,Not tracking,Health,3,2,No,₹0,"Community features, Reminders",Yes,"Privacy concerns, Others, Got bored",Mix of both,₹20k–₹50k,Consistent,Yes,18.330858438242114
30,Female,152,72,No,Mental wellness,High,Daily,No,In-app tracking,Others,4,2,Yes,₹200–₹500,"Mental health tips, Reminders",No,Privacy concerns,Mix of both,₹1L–₹2L,Start but can’t continue,No,30.525187848866512
29,Female,171,93,Yes,Weight loss,High,1–2,No,In-app tracking,Appearance,5,3,Yes,₹0,"Community features, Challenges, Diet tracker",Yes,"App was buggy, Privacy concerns",Self-paced,₹20k–₹50k,Need motivation to start,Yes,31.580158545020012
31,Prefer not to say,159,80,Yes,Maintain health,Medium,3–4,No,Wearable devices,Health,1,2,No,₹200–₹500,"Challenges, Reminders",Yes,"Privacy concerns, Too expensive, App was buggy",Self-paced,₹20k–₹50k,Need better results,Yes,35.70174553420675
28,Non-binary,167,52,Yes,Muscle gain,Medium,1–2,No,Wearable devices,Health,4,4,Yes,₹200–₹500,"Mental health tips, Diet tracker, Reminders",No,"Too expensive, Got bored",Mix of both,₹50k–₹1L,Consistent,Yes,16.113890445634063
25,Female,167,68,No,Weight loss,Low,Daily,No,Manual logs,Social influence,1,4,Maybe,₹200–₹500,"Workout plans, Community features, Mental health tips, Diet tracker",Yes,"Got bored, App was buggy",Guided,₹1L–₹2L,Start but can’t continue,Maybe,24.70201896281129
25,Male,162,57,No,Weight loss,Low,1–2,No,In-app tracking,Social influence,2,1,Maybe,₹200–₹500,"Workout plans, Diet tracker, Community features, Mental health tips",No,Others,Mix of both,₹1L–₹2L,Start but can’t continue,Yes,22.84120114873416
29,Female,157,64,No,Weight loss,Medium,Daily,No,In-app tracking,Appearance,3,3,Yes,<₹200,"Community features, Reminders, Challenges, Mental health tips",No,"Too expensive, Didn’t see results, Got bored",Self-paced,₹20k–₹50k,Consistent,Yes,23.061242068628275
25,Female,158,63,Yes,Maintain health,Low,Daily,Yes,In-app tracking,Appearance,1,2,Yes,<₹200,"Mental health tips, Diet tracker, Workout plans, Challenges",No,"Didn’t see results, App was buggy, Too expensive",Guided,₹1L–₹2L,Consistent,Yes,28.104751701383986
24,Male,155,62,Yes,Mental wellness,High,1–2,No,Not tracking,Energy,3,1,Yes,<₹200,"Mental health tips, Workout plans, Community features",Yes,Got bored,Self-paced,₹50k–₹1L,Need motivation to start,Yes,25.492809660339343
30,Male,156,51,Yes,Weight loss,Low,5–6,No,Not tracking,Health,1,5,Maybe,₹500–₹1000,"Workout plans, Community features, Mental health tips",Yes,Didn’t see results,Guided,>₹2L,Need better results,Maybe,18.78921140099505
27,Female,164,68,Yes,Improve flexibility,Low,Daily,No,Manual logs,Mental health,2,5,Yes,<₹200,"Community features, Mental health tips, Reminders, Diet tracker",Yes,"Privacy concerns, App was buggy, Too expensive",Guided,₹1L–₹2L,Consistent,Yes,28.376105694124185
42,Male,157,61,Yes,Weight loss,Low,1–2,No,Wearable devices,Appearance,2,2,Yes,₹200–₹500,"Mental health tips, Challenges, Diet tracker, Workout plans",Yes,"Didn’t see results, App was buggy",Mix of both,₹50k–₹1L,Need better results,Maybe,26.110012060430094
8,Female,171,26,No,Muscle gain,High,3–4,No,Wearable devices,Appearance,4,2,No,₹200–₹500,"Community features, Challenges, Mental health tips, Workout plans",No,Got bored,Self-paced,₹50k–₹1L,Need motivation to start,Yes,15.0
38,Female,179,100,No,Weight loss,Medium,3–4,No,Wearable devices,Mental health,2,2,Maybe,<₹200,"Challenges, Reminders, Diet tracker",Yes,Others,Self-paced,₹50k–₹1L,Need motivation to start,Maybe,32.66002033938837
39,Male,159,86,No,Mental wellness,Medium,1–2,No,In-app tracking,Appearance,3,4,Yes,₹200–₹500,"Workout plans, Mental health tips, Reminders, Community features",Yes,"Others, Didn’t see results",Guided,₹50k–₹1L,Start but can’t continue,Yes,34.79306011993292
13,Male,167,64,Yes,Improve flexibility,Low,0,No,In-app tracking,Social influence,2,2,Yes,₹200–₹500,"Community features, Workout plans, Mental health tips",Yes,"Others, Privacy concerns, Too expensive",Self-paced,₹20k–₹50k,Need motivation to start,Maybe,19.875173337467924
27,Male,169,70,No,Maintain health,High,1–2,No,In-app tracking,Appearance,1,5,Maybe,₹200–₹500,"Community features, Challenges",No,"Privacy concerns, Got bored",Guided,<₹20k,Need motivation to start,Maybe,21.631445959143765
27,Male,169,52,Yes,Improve flexibility,Low,1–2,No,Not tracking,Appearance,2,2,No,₹200–₹500,"Reminders, Mental health tips, Community features, Challenges",Yes,App was buggy,Mix of both,<₹20k,Need motivation to start,Maybe,18.880133079446296
18,Male,165,95,Yes,Maintain health,High,3–4,No,In-app tracking,Others,3,3,Maybe,₹200–₹500,"Mental health tips, Diet tracker, Reminders",Yes,"Too expensive, Others",Mix of both,>₹2L,Consistent,Yes,31.35147927848242
23,Female,172,98,No,Others,Medium,1–2,No,Manual logs,Health,1,5,No,₹200–₹500,"Diet tracker, Community features, Mental health tips",Yes,"Got bored, Others, Too expensive",Mix of both,₹20k–₹50k,Need motivation to start,No,35.136886424670564
21,Male,169,72,Yes,Maintain health,Low,5–6,No,In-app tracking,Mental health,4,3,Maybe,₹200–₹500,"Diet tracker, Challenges, Community features",No,App was buggy,Guided,<₹20k,Need motivation to start,Yes,22.447464935112542
44,Female,152,85,Yes,Mental wellness,Medium,5–6,No,Wearable devices,Appearance,4,5,No,₹200–₹500,"Mental health tips, Reminders",Yes,"Privacy concerns, Too expensive",Self-paced,₹20k–₹50k,Need better results,Maybe,38.63147442240178
37,Male,173,72,Yes,Muscle gain,Medium,0,No,Wearable devices,Energy,4,1,Maybe,₹0,"Reminders, Mental health tips, Workout plans, Challenges",Yes,"Others, Privacy concerns, Got bored",Mix of both,₹50k–₹1L,Need motivation to start,Yes,26.903997802874805
40,Non-binary,173,49,No,Weight loss,Low,3–4,No,Manual logs,Mental health,1,5,No,₹200–₹500,"Diet tracker, Challenges, Mental health tips",Yes,"Privacy concerns, Got bored, Too expensive",Guided,₹1L–₹2L,Consistent,Maybe,17.351397467910534
35,Male,157,63,No,Muscle gain,High,3–4,No,In-app tracking,Health,4,5,Maybe,₹0,"Workout plans, Challenges, Reminders, Mental health tips",Yes,"Others, App was buggy, Didn’t see results",Guided,₹50k–₹1L,Consistent,Yes,18.18177775021981
20,Male,165,71,Yes,Weight loss,Medium,Daily,Yes,Wearable devices,Social influence,2,3,Yes,<₹200,"Challenges, Reminders, Mental health tips",No,"Too expensive, Privacy concerns, Didn’t see results",Mix of both,₹20k–₹50k,Need better results,Yes,28.31961765391144
25,Female,171,63,No,Maintain health,Low,0,Yes,Wearable devices,Energy,1,3,Yes,₹200–₹500,"Mental health tips, Workout plans, Reminders, Challenges",No,"Didn’t see results, Privacy concerns, App was buggy",Mix of both,₹1L–₹2L,Need better results,Yes,20.671982801125225
33,Female,162,66,Yes,Muscle gain,Low,1–2,No,In-app tracking,Health,1,5,Maybe,₹500–₹1000,"Mental health tips, Diet tracker",Yes,"Others, App was buggy, Didn’t see results",Self-paced,<₹20k,Start but can’t continue,Yes,25.033423411721287
20,Male,175,68,Yes,Maintain health,Medium,Daily,No,In-app tracking,Energy,1,5,Yes,₹500–₹1000,"Workout plans, Diet tracker, Reminders",Yes,Others,Guided,>₹2L,Need better results,Yes,20.71749297125432
35,Female,188,68,No,Weight loss,Medium,Daily,No,Wearable devices,Energy,5,4,No,₹0,"Challenges, Diet tracker, Reminders",Yes,"Privacy concerns, App was buggy, Others",Self-paced,<₹20k,Start but can’t continue,Yes,22.603712366269605
28,Female,157,70,No,Weight loss,Medium,5–6,No,Manual logs,Appearance,3,1,Yes,₹200–₹500,"Diet tracker, Community features",No,"Didn’t see results, Privacy concerns, App was buggy",Self-paced,₹50k–₹1L,Consistent,Yes,28.753559843872853
27,Female,151,54,No,Muscle gain,Medium,5–6,No,In-app tracking,Health,5,1,Maybe,₹200–₹500,"Reminders, Diet tracker, Community features, Mental health tips",Yes,"Too expensive, App was buggy, Didn’t see results",Self-paced,<₹20k,Start but can’t continue,Maybe,22.870931793712305
35,Male,168,59,Yes,Others,Medium,0,Yes,Manual logs,Health,5,2,Yes,<₹200,"Workout plans, Mental health tips, Reminders",No,"Didn’t see results, Privacy concerns",Self-paced,₹1L–₹2L,Consistent,Yes,23.583045149936993
33,Male,172,50,No,Muscle gain,High,3–4,Yes,Not tracking,Health,5,5,Maybe,₹500–₹1000,"Community features, Challenges",No,Got bored,Self-paced,₹20k–₹50k,Consistent,Maybe,18.66006127894616
27,Female,162,84,No,Muscle gain,Medium,1–2,Yes,In-app tracking,Mental health,3,5,No,₹500–₹1000,"Community features, Challenges, Workout plans",No,Others,Mix of both,<₹20k,Consistent,No,29.74247245888258
39,Female,179,38,No,Maintain health,High,1–2,No,Wearable devices,Health,5,5,Yes,>₹1000,"Challenges, Mental health tips, Diet tracker",No,"Others, Privacy concerns",Mix of both,₹1L–₹2L,Consistent,Maybe,15.0
21,Male,151,87,Yes,Maintain health,Low,5–6,No,Wearable devices,Social influence,4,5,No,₹0,"Challenges, Reminders, Community features",Yes,"App was buggy, Didn’t see results, Got bored",Mix of both,<₹20k,Need motivation to start,Yes,38.5968153227584
34,Female,171,90,No,Weight loss,Low,1–2,Yes,Manual logs,Health,1,1,Yes,<₹200,"Mental health tips, Community features, Diet tracker, Reminders",No,"Others, Got bored",Guided,₹50k–₹1L,Start but can’t continue,Yes,27.83454135179282
